Zeit  1 - Langsame Messrate [s]	KMD1 [kN]	Vorne_links-v-control [mm]	Mitte_rechts-v [mm]	Vorne_rechts_v [mm]	Vorne_rechts_h_0_Grad [mm]	Vorne_mitte_h_0_Grad [mm]	Zeit  2 - Langsame Messrate [s]	Vorne_links_h_0_Grad [mm]	Mitte_h_0_Grad_1 [mm]	Mitte_h_0_Grad_2 [mm]	Mitte_h_90_Grad [mm]	Vorne_mitte_h_90_Grad_1 [mm]	Vorne_mitte_h_90_Grad_2 [mm]	Vorne_v_control [mm]	V_Mitte [mm]	Kraftges [kN]	Zeit [s]	Weg_soll []
299,40	13,18	-0,6204	1,373	-1,112	0,1500	-0,1088	299,40	-0,2832	-0,1185	0,4286	1,455	0,5535	0,6562	-1,823	2,093	17,58	299,40	4,790	
299,60	13,17	-0,6206	1,373	-1,112	0,1500	-0,1088	299,60	-0,2832	-0,1185	0,4289	1,456	0,5537	0,6563	-1,824	2,093	17,57	299,60	4,793	
299,80	13,17	-0,6207	1,373	-1,112	0,1501	-0,1088	299,80	-0,2831	-0,1185	0,4291	1,456	0,5540	0,6565	-1,825	2,094	17,57	299,80	4,797	
300,00	13,17	-0,6212	1,374	-1,113	0,1503	-0,1088	300,00	-0,2831	-0,1185	0,4293	1,456	0,5542	0,6567	-1,825	2,095	17,57	300,00	4,800	
300,20	13,17	-0,6214	1,374	-1,113	0,1503	-0,1088	300,20	-0,2831	-0,1184	0,4295	1,457	0,5544	0,6568	-1,826	2,095	17,57	300,20	4,803	
300,40	13,18	-0,6218	1,375	-1,114	0,1506	-0,1087	300,40	-0,2830	-0,1184	0,4297	1,457	0,5547	0,6570	-1,827	2,096	17,58	300,40	4,807	
300,60	13,17	-0,6219	1,376	-1,114	0,1507	-0,1087	300,60	-0,2830	-0,1184	0,4299	1,457	0,5549	0,6571	-1,827	2,097	17,57	300,60	4,810	
300,80	13,18	-0,6222	1,376	-1,115	0,1507	-0,1087	300,80	-0,2829	-0,1184	0,4301	1,458	0,5550	0,6573	-1,828	2,098	17,58	300,80	4,813	
301,00	13,18	-0,6225	1,377	-1,115	0,1509	-0,1087	301,00	-0,2829	-0,1184	0,4303	1,458	0,5552	0,6574	-1,829	2,098	17,58	301,00	4,817	
301,20	13,17	-0,6228	1,377	-1,116	0,1511	-0,1087	301,20	-0,2828	-0,1184	0,4305	1,458	0,5554	0,6576	-1,830	2,099	17,57	301,20	4,820	
301,40	13,19	-0,6231	1,377	-1,116	0,1512	-0,1087	301,40	-0,2828	-0,1184	0,4307	1,459	0,5556	0,6577	-1,830	2,100	17,60	301,40	4,823	
301,60	13,17	-0,6233	1,378	-1,116	0,1514	-0,1087	301,60	-0,2827	-0,1183	0,4309	1,459	0,5558	0,6579	-1,831	2,101	17,57	301,60	4,827	
301,80	13,18	-0,6235	1,378	-1,117	0,1515	-0,1087	301,80	-0,2827	-0,1183	0,4310	1,459	0,5560	0,6581	-1,832	2,102	17,58	301,80	4,830	
302,00	13,18	-0,6237	1,379	-1,117	0,1515	-0,1086	302,00	-0,2826	-0,1183	0,4312	1,460	0,5562	0,6582	-1,832	2,103	17,58	302,00	4,833	
302,20	13,18	-0,6241	1,379	-1,118	0,1518	-0,1086	302,20	-0,2825	-0,1183	0,4313	1,460	0,5563	0,6584	-1,833	2,103	17,58	302,20	4,837	
302,40	13,23	-0,6252	1,380	-1,120	0,1523	-0,1086	302,40	-0,2825	-0,1183	0,4315	1,460	0,5565	0,6585	-1,833	2,104	17,65	302,40	4,840	
302,60	13,36	-0,6297	1,382	-1,125	0,1541	-0,1086	302,60	-0,2824	-0,1183	0,4317	1,461	0,5567	0,6588	-1,835	2,106	17,83	302,60	4,843	
302,80	13,54	-0,6382	1,386	-1,135	0,1579	-0,1086	302,80	-0,2822	-0,1182	0,4322	1,463	0,5569	0,6596	-1,839	2,112	18,07	302,80	4,847	
303,00	13,70	-0,6471	1,389	-1,146	0,1624	-0,1086	303,00	-0,2819	-0,1181	0,4331	1,470	0,5573	0,6619	-1,847	2,123	18,27	303,00	4,850	
303,20	13,83	-0,6545	1,393	-1,157	0,1672	-0,1086	303,20	-0,2810	-0,1178	0,4352	1,481	0,5584	0,6654	-1,858	2,138	18,45	303,20	4,853	
303,40	13,98	-0,6617	1,402	-1,170	0,1723	-0,1087	303,40	-0,2789	-0,1172	0,4388	1,491	0,5600	0,6691	-1,871	2,154	18,64	303,40	4,857	
303,60	14,13	-0,6681	1,414	-1,184	0,1780	-0,1087	303,60	-0,2760	-0,1158	0,4435	1,502	0,5624	0,6725	-1,886	2,175	18,84	303,60	4,860	
303,80	14,18	-0,6712	1,425	-1,195	0,1828	-0,1087	303,80	-0,2733	-0,1115	0,4489	1,515	0,5656	0,6757	-1,903	2,202	18,92	303,80	4,863	
304,00	14,09	-0,6700	1,427	-1,196	0,1841	-0,1087	304,00	-0,2707	-0,1047	0,4549	1,527	0,5691	0,6785	-1,920	2,226	18,79	304,00	4,867	
304,20	14,04	-0,6692	1,428	-1,196	0,1848	-0,1087	304,20	-0,2681	-0,09745	0,4602	1,535	0,5725	0,6801	-1,932	2,239	18,72	304,20	4,870	
304,40	13,99	-0,6683	1,429	-1,195	0,1851	-0,1087	304,40	-0,2662	-0,09219	0,4635	1,539	0,5748	0,6804	-1,937	2,244	18,65	304,40	4,873	
304,60	13,95	-0,6679	1,429	-1,195	0,1855	-0,1087	304,60	-0,2652	-0,08941	0,4651	1,540	0,5763	0,6802	-1,939	2,245	18,60	304,60	4,877	
304,80	13,94	-0,6677	1,430	-1,196	0,1859	-0,1087	304,80	-0,2648	-0,08792	0,4659	1,541	0,5772	0,6800	-1,940	2,246	18,59	304,80	4,880	
305,00	13,95	-0,6679	1,431	-1,197	0,1864	-0,1087	305,00	-0,2646	-0,08688	0,4665	1,541	0,5779	0,6798	-1,941	2,248	18,59	305,00	4,883	
305,20	13,98	-0,6690	1,432	-1,199	0,1873	-0,1087	305,20	-0,2645	-0,08608	0,4669	1,541	0,5785	0,6798	-1,943	2,250	18,64	305,20	4,887	
305,40	14,06	-0,6710	1,438	-1,203	0,1890	-0,1087	305,40	-0,2645	-0,08551	0,4675	1,542	0,5790	0,6800	-1,945	2,253	18,74	305,40	4,890	
305,60	14,08	-0,6726	1,439	-1,206	0,1906	-0,1087	305,60	-0,2646	-0,08513	0,4682	1,544	0,5795	0,6805	-1,949	2,259	18,78	305,60	4,893	
305,80	14,14	-0,6751	1,441	-1,210	0,1925	-0,1087	305,80	-0,2647	-0,08476	0,4693	1,547	0,5802	0,6812	-1,955	2,266	18,85	305,80	4,897	
306,00	14,22	-0,6805	1,444	-1,216	0,1958	-0,1087	306,00	-0,2646	-0,08417	0,4707	1,552	0,5812	0,6822	-1,960	2,273	18,95	306,00	4,900	
306,20	14,25	-0,6834	1,447	-1,221	0,1985	-0,1087	306,20	-0,2644	-0,08321	0,4723	1,556	0,5824	0,6837	-1,968	2,280	18,99	306,20	4,903	
306,40	14,26	-0,6853	1,449	-1,224	0,2009	-0,1087	306,40	-0,2639	-0,08152	0,4745	1,562	0,5836	0,6854	-1,976	2,288	19,00	306,40	4,907	
306,60	14,28	-0,6879	1,454	-1,228	0,2030	-0,1087	306,60	-0,2627	-0,07908	0,4769	1,567	0,5848	0,6869	-1,984	2,296	19,03	306,60	4,910	
306,80	14,29	-0,6900	1,458	-1,230	0,2048	-0,1087	306,80	-0,2612	-0,07643	0,4791	1,571	0,5860	0,6879	-1,991	2,304	19,03	306,80	4,913	
307,00	14,30	-0,6922	1,460	-1,234	0,2064	-0,1087	307,00	-0,2595	-0,07396	0,4807	1,574	0,5872	0,6888	-1,998	2,312	19,06	307,00	4,917	
307,20	14,33	-0,6957	1,461	-1,238	0,2089	-0,1087	307,20	-0,2582	-0,07170	0,4817	1,577	0,5883	0,6896	-2,007	2,321	19,09	307,20	4,920	
307,40	14,35	-0,6993	1,464	-1,242	0,2113	-0,1087	307,40	-0,2566	-0,06952	0,4818	1,581	0,5893	0,6904	-2,021	2,331	19,11	307,40	4,923	
307,60	14,37	-0,7023	1,467	-1,245	0,2132	-0,1087	307,60	-0,2546	-0,06730	0,4817	1,585	0,5903	0,6912	-2,034	2,342	19,13	307,60	4,927	
307,80	14,43	-0,7060	1,471	-1,250	0,2156	-0,1087	307,80	-0,2527	-0,06503	0,4818	1,589	0,5914	0,6920	-2,043	2,351	19,21	307,80	4,930	
308,00	14,47	-0,7098	1,474	-1,255	0,2184	-0,1087	308,00	-0,2514	-0,06280	0,4821	1,593	0,5927	0,6929	-2,051	2,360	19,26	308,00	4,933	
308,20	14,54	-0,7150	1,477	-1,261	0,2215	-0,1087	308,20	-0,2504	-0,06066	0,4828	1,598	0,5942	0,6941	-2,059	2,370	19,35	308,20	4,937	
308,40	14,57	-0,7191	1,480	-1,266	0,2244	-0,1087	308,40	-0,2496	-0,05852	0,4840	1,603	0,5957	0,6955	-2,068	2,383	19,39	308,40	4,940	
308,60	14,60	-0,7226	1,482	-1,270	0,2272	-0,1087	308,60	-0,2487	-0,05617	0,4859	1,610	0,5973	0,6971	-2,076	2,394	19,43	308,60	4,943	
308,80	14,63	-0,7262	1,483	-1,274	0,2299	-0,1087	308,80	-0,2477	-0,05369	0,4882	1,616	0,5989	0,6987	-2,085	2,403	19,46	308,80	4,947	
309,00	14,68	-0,7306	1,484	-1,279	0,2330	-0,1087	309,00	-0,2467	-0,05125	0,4906	1,621	0,6003	0,7002	-2,093	2,411	19,52	309,00	4,950	
309,20	14,69	-0,7349	1,486	-1,284	0,2356	-0,1086	309,20	-0,2458	-0,04887	0,4931	1,626	0,6015	0,7016	-2,102	2,419	19,54	309,20	4,953	
309,40	14,73	-0,7390	1,489	-1,288	0,2383	-0,1086	309,40	-0,2451	-0,04653	0,4957	1,631	0,6029	0,7031	-2,111	2,428	19,58	309,40	4,957	
309,60	14,73	-0,7419	1,491	-1,292	0,2405	-0,1086	309,60	-0,2444	-0,04433	0,4983	1,636	0,6044	0,7048	-2,119	2,439	19,59	309,60	4,960	
309,80	14,73	-0,7443	1,495	-1,294	0,2425	-0,1086	309,80	-0,2438	-0,04231	0,5008	1,641	0,6061	0,7064	-2,127	2,449	19,59	309,80	4,963	
310,00	14,73	-0,7463	1,497	-1,297	0,2442	-0,1086	310,00	-0,2431	-0,04052	0,5030	1,645	0,6076	0,7077	-2,134	2,457	19,58	310,00	4,967	
310,20	14,74	-0,7485	1,501	-1,299	0,2459	-0,1085	310,20	-0,2424	-0,03890	0,5049	1,648	0,6089	0,7087	-2,140	2,464	19,58	310,20	4,970	
310,40	14,76	-0,7511	1,506	-1,302	0,2477	-0,1085	310,40	-0,2419	-0,03740	0,5065	1,651	0,6099	0,7096	-2,145	2,470	19,61	310,40	4,973	
310,60	14,77	-0,7539	1,510	-1,306	0,2499	-0,1085	310,60	-0,2415	-0,03589	0,5080	1,654	0,6108	0,7104	-2,151	2,476	19,63	310,60	4,977	
310,80	14,83	-0,7583	1,516	-1,311	0,2528	-0,1085	310,80	-0,2411	-0,03441	0,5097	1,657	0,6115	0,7115	-2,157	2,483	19,70	310,80	4,980	
311,00	14,94	-0,7652	1,522	-1,319	0,2569	-0,1085	311,00	-0,2409	-0,03299	0,5114	1,662	0,6122	0,7128	-2,163	2,492	19,85	311,00	4,983	
311,20	15,10	-0,7766	1,534	-1,332	0,2635	-0,1085	311,20	-0,2405	-0,03135	0,5133	1,670	0,6128	0,7148	-2,173	2,505	20,05	311,20	4,987	
311,40	15,17	-0,7844	1,537	-1,341	0,2684	-0,1085	311,40	-0,2393	-0,02885	0,5158	1,682	0,6139	0,7180	-2,188	2,524	20,14	311,40	4,990	
311,60	15,27	-0,7936	1,546	-1,352	0,2737	-0,1084	311,60	-0,2374	-0,02535	0,5197	1,695	0,6159	0,7216	-2,205	2,544	20,27	311,60	4,993	
311,80	15,37	-0,8027	1,556	-1,363	0,2793	-0,1084	311,80	-0,2355	-0,02133	0,5245	1,707	0,6184	0,7250	-2,222	2,564	20,39	311,80	4,997	
312,00	15,43	-0,8109	1,565	-1,373	0,2842	-0,1084	312,00	-0,2338	-0,01711	0,5296	1,719	0,6216	0,7284	-2,240	2,586	20,46	312,00	5,000	
312,20	15,45	-0,8169	1,569	-1,383	0,2880	-0,1083	312,20	-0,2320	-0,01265	0,5345	1,730	0,6255	0,7319	-2,259	2,608	20,49	312,20	5,003	
312,40	15,48	-0,8229	1,573	-1,390	0,2913	-0,1082	312,40	-0,2300	-0,00826	0,5389	1,738	0,6295	0,7349	-2,277	2,628	20,52	312,40	5,007	
312,60	15,51	-0,8281	1,588	-1,396	0,2945	-0,1082	312,60	-0,2283	-0,00453	0,5428	1,745	0,6332	0,7375	-2,294	2,647	20,55	312,60	5,010	
312,80	15,51	-0,8323	1,600	-1,401	0,2977	-0,1081	312,80	-0,2271	-0,00146	0,5466	1,751	0,6364	0,7400	-2,308	2,663	20,55	312,80	5,013	
313,00	15,53	-0,8366	1,604	-1,407	0,3008	-0,1080	313,00	-0,2264	0,00120	0,5504	1,757	0,6391	0,7422	-2,320	2,679	20,58	313,00	5,017	
313,20	15,57	-0,8408	1,606	-1,412	0,3036	-0,1079	313,20	-0,2260	0,00355	0,5538	1,764	0,6412	0,7440	-2,331	2,694	20,62	313,20	5,020	
313,40	15,60	-0,8452	1,607	-1,417	0,3065	-0,1078	313,40	-0,2256	0,00559	0,5567	1,770	0,6428	0,7457	-2,342	2,707	20,66	313,40	5,023	
313,60	15,61	-0,8488	1,610	-1,421	0,3095	-0,1076	313,60	-0,2250	0,00748	0,5593	1,776	0,6441	0,7473	-2,353	2,719	20,66	313,60	5,027	
313,80	15,56	-0,8521	1,614	-1,425	0,3120	-0,1075	313,80	-0,2244	0,00941	0,5619	1,781	0,6454	0,7489	-2,364	2,729	20,59	313,80	5,030	
314,00	15,60	-0,8549	1,623	-1,428	0,3150	-0,1073	314,00	-0,2234	0,01149	0,5646	1,786	0,6467	0,7503	-2,374	2,739	20,65	314,00	5,033	
314,20	15,63	-0,8567	1,632	-1,430	0,3179	-0,1071	314,20	-0,2221	0,01373	0,5670	1,791	0,6479	0,7518	-2,385	2,748	20,68	314,20	5,037	
314,40	15,65	-0,8593	1,642	-1,433	0,3202	-0,1069	314,40	-0,2200	0,01605	0,5695	1,795	0,6490	0,7532	-2,396	2,760	20,70	314,40	5,040	
314,60	15,67	-0,8620	1,645	-1,437	0,3224	-0,1067	314,60	-0,2178	0,01835	0,5723	1,799	0,6501	0,7544	-2,407	2,774	20,73	314,60	5,043	
314,80	15,68	-0,8640	1,651	-1,440	0,3244	-0,1064	314,80	-0,2162	0,02053	0,5755	1,803	0,6514	0,7556	-2,417	2,788	20,74	314,80	5,047	
315,00	15,68	-0,8661	1,653	-1,443	0,3259	-0,1061	315,00	-0,2153	0,02253	0,5788	1,808	0,6526	0,7569	-2,427	2,801	20,74	315,00	5,050	
315,20	15,69	-0,8681	1,658	-1,446	0,3273	-0,1057	315,20	-0,2150	0,02428	0,5819	1,813	0,6538	0,7580	-2,436	2,812	20,75	315,20	5,053	
315,40	15,70	-0,8701	1,662	-1,449	0,3286	-0,1054	315,40	-0,2148	0,02575	0,5846	1,816	0,6549	0,7591	-2,443	2,821	20,76	315,40	5,057	
315,60	15,71	-0,8722	1,668	-1,451	0,3299	-0,1051	315,60	-0,2147	0,02704	0,5869	1,819	0,6559	0,7601	-2,451	2,829	20,77	315,60	5,060	
315,80	15,73	-0,8743	1,672	-1,454	0,3313	-0,1049	315,80	-0,2146	0,02824	0,5889	1,823	0,6570	0,7610	-2,457	2,837	20,79	315,80	5,063	
316,00	15,74	-0,8767	1,676	-1,458	0,3329	-0,1046	316,00	-0,2146	0,02938	0,5908	1,827	0,6581	0,7619	-2,464	2,845	20,81	316,00	5,067	
316,20	15,78	-0,8793	1,680	-1,461	0,3345	-0,1043	316,20	-0,2146	0,03050	0,5927	1,830	0,6590	0,7629	-2,471	2,854	20,85	316,20	5,070	
316,40	15,79	-0,8816	1,683	-1,464	0,3361	-0,1041	316,40	-0,2145	0,03161	0,5947	1,833	0,6600	0,7640	-2,478	2,862	20,87	316,40	5,073	
316,60	15,80	-0,8835	1,685	-1,467	0,3375	-0,1039	316,60	-0,2144	0,03275	0,5964	1,837	0,6609	0,7650	-2,485	2,869	20,88	316,60	5,077	
316,80	15,80	-0,8853	1,686	-1,469	0,3388	-0,1036	316,80	-0,2142	0,03389	0,5980	1,841	0,6618	0,7659	-2,491	2,876	20,88	316,80	5,080	
317,00	15,80	-0,8873	1,688	-1,472	0,3406	-0,1034	317,00	-0,2141	0,03499	0,5996	1,844	0,6626	0,7667	-2,497	2,882	20,88	317,00	5,083	
317,20	15,80	-0,8889	1,690	-1,474	0,3420	-0,1032	317,20	-0,2140	0,03602	0,6011	1,847	0,6632	0,7674	-2,502	2,887	20,88	317,20	5,087	
317,40	15,80	-0,8905	1,693	-1,477	0,3432	-0,1029	317,40	-0,2140	0,03700	0,6024	1,849	0,6638	0,7682	-2,508	2,893	20,88	317,40	5,090	
317,60	15,82	-0,8924	1,695	-1,479	0,3445	-0,1027	317,60	-0,2139	0,03794	0,6037	1,851	0,6642	0,7690	-2,513	2,898	20,90	317,60	5,093	
317,80	15,85	-0,8948	1,697	-1,482	0,3460	-0,1024	317,80	-0,2139	0,03883	0,6048	1,854	0,6647	0,7697	-2,518	2,904	20,94	317,80	5,097	
318,00	15,88	-0,8975	1,698	-1,486	0,3476	-0,1022	318,00	-0,2138	0,03970	0,6058	1,858	0,6652	0,7705	-2,523	2,911	20,97	318,00	5,100	
318,20	15,89	-0,9001	1,700	-1,489	0,3493	-0,1019	318,20	-0,2137	0,04057	0,6067	1,861	0,6657	0,7715	-2,529	2,919	20,98	318,20	5,103	
318,40	15,90	-0,9024	1,702	-1,492	0,3507	-0,1017	318,40	-0,2136	0,04148	0,6077	1,864	0,6663	0,7726	-2,534	2,927	21,00	318,40	5,107	
318,60	15,93	-0,9050	1,704	-1,495	0,3521	-0,1014	318,60	-0,2135	0,04241	0,6088	1,867	0,6669	0,7736	-2,540	2,934	21,03	318,60	5,110	
318,80	15,95	-0,9079	1,706	-1,498	0,3537	-0,1011	318,80	-0,2133	0,04334	0,6100	1,870	0,6676	0,7745	-2,546	2,942	21,06	318,80	5,113	
319,00	15,96	-0,9105	1,708	-1,501	0,3550	-0,1009	319,00	-0,2130	0,04427	0,6113	1,873	0,6683	0,7754	-2,551	2,949	21,07	319,00	5,117	
319,20	15,98	-0,9132	1,709	-1,505	0,3563	-0,1006	319,20	-0,2127	0,04522	0,6126	1,876	0,6690	0,7763	-2,557	2,957	21,09	319,20	5,120	
319,40	16,02	-0,9169	1,712	-1,508	0,3580	-0,1004	319,40	-0,2124	0,04617	0,6138	1,879	0,6698	0,7772	-2,563	2,966	21,14	319,40	5,123	
319,60	16,05	-0,9212	1,713	-1,512	0,3598	-0,1001	319,60	-0,2122	0,04713	0,6149	1,882	0,6707	0,7782	-2,569	2,974	21,18	319,60	5,127	
319,80	16,07	-0,9241	1,715	-1,516	0,3614	-0,09988	319,80	-0,2130	0,04812	0,6159	1,887	0,6715	0,7794	-2,575	2,982	21,21	319,80	5,130	
320,00	16,08	-0,9270	1,717	-1,519	0,3629	-0,09966	320,00	-0,2146	0,04911	0,6170	1,891	0,6723	0,7806	-2,582	2,990	21,22	320,00	5,133	
320,20	16,10	-0,9296	1,720	-1,522	0,3643	-0,09944	320,20	-0,2154	0,05005	0,6181	1,894	0,6729	0,7817	-2,588	2,997	21,23	320,20	5,137	
320,40	16,13	-0,9325	1,725	-1,525	0,3659	-0,09924	320,40	-0,2154	0,05096	0,6193	1,898	0,6736	0,7827	-2,594	3,003	21,27	320,40	5,140	
320,60	16,16	-0,9364	1,729	-1,529	0,3676	-0,09904	320,60	-0,2150	0,05183	0,6205	1,901	0,6742	0,7837	-2,600	3,011	21,31	320,60	5,143	
320,80	16,20	-0,9407	1,732	-1,534	0,3696	-0,09884	320,80	-0,2145	0,05272	0,6216	1,904	0,6748	0,7848	-2,606	3,019	21,37	320,80	5,147	
321,00	16,23	-0,9447	1,735	-1,539	0,3717	-0,09865	321,00	-0,2139	0,05368	0,6227	1,908	0,6756	0,7861	-2,613	3,027	21,40	321,00	5,150	
321,20	16,24	-0,9479	1,735	-1,543	0,3735	-0,09846	321,20	-0,2135	0,05476	0,6238	1,913	0,6765	0,7874	-2,625	3,035	21,40	321,20	5,153	
321,40	16,25	-0,9509	1,736	-1,547	0,3755	-0,09821	321,40	-0,2133	0,05583	0,6245	1,916	0,6774	0,7886	-2,655	3,042	21,42	321,40	5,157	
321,60	16,25	-0,9538	1,736	-1,551	0,3769	-0,09793	321,60	-0,2132	0,05679	0,6245	1,919	0,6781	0,7895	-2,686	3,049	21,41	321,60	5,160	
321,80	16,26	-0,9567	1,737	-1,554	0,3782	-0,09768	321,80	-0,2131	0,05771	0,6244	1,922	0,6788	0,7905	-2,705	3,055	21,42	321,80	5,163	
322,00	16,26	-0,9592	1,740	-1,557	0,3794	-0,09750	322,00	-0,2130	0,05860	0,6243	1,925	0,6794	0,7913	-2,714	3,061	21,42	322,00	5,167	
322,20	16,26	-0,9615	1,741	-1,559	0,3807	-0,09736	322,20	-0,2128	0,05941	0,6243	1,929	0,6802	0,7923	-2,720	3,067	21,41	322,20	5,170	
322,40	16,26	-0,9637	1,743	-1,561	0,3818	-0,09725	322,40	-0,2126	0,06012	0,6243	1,931	0,6809	0,7931	-2,726	3,073	21,42	322,40	5,173	
322,60	16,26	-0,9659	1,744	-1,563	0,3830	-0,09714	322,60	-0,2125	0,06074	0,6243	1,933	0,6815	0,7939	-2,731	3,079	21,41	322,60	5,177	
322,80	16,26	-0,9681	1,745	-1,565	0,3842	-0,09703	322,80	-0,2125	0,06127	0,6243	1,935	0,6820	0,7947	-2,736	3,084	21,41	322,80	5,180	
323,00	16,26	-0,9703	1,745	-1,567	0,3854	-0,09694	323,00	-0,2122	0,06175	0,6243	1,937	0,6824	0,7955	-2,740	3,089	21,41	323,00	5,183	
323,20	16,27	-0,9724	1,746	-1,569	0,3867	-0,09685	323,20	-0,2115	0,06221	0,6243	1,939	0,6826	0,7963	-2,745	3,093	21,41	323,20	5,187	
323,40	16,26	-0,9744	1,747	-1,571	0,3879	-0,09676	323,40	-0,2108	0,06264	0,6243	1,941	0,6828	0,7971	-2,749	3,098	21,40	323,40	5,190	
323,60	16,26	-0,9765	1,748	-1,573	0,3891	-0,09667	323,60	-0,2106	0,06304	0,6242	1,943	0,6829	0,7979	-2,753	3,104	21,40	323,60	5,193	
323,80	16,27	-0,9789	1,748	-1,575	0,3904	-0,09658	323,80	-0,2107	0,06341	0,6242	1,945	0,6830	0,7988	-2,757	3,109	21,40	323,80	5,197	
324,00	16,26	-0,9817	1,749	-1,577	0,3920	-0,09651	324,00	-0,2111	0,06377	0,6241	1,946	0,6830	0,7997	-2,760	3,114	21,39	324,00	5,200	
324,20	16,27	-0,9852	1,749	-1,579	0,3937	-0,09644	324,20	-0,2116	0,06409	0,6240	1,947	0,6830	0,8007	-2,764	3,120	21,40	324,20	5,203	
324,40	16,29	-0,9893	1,750	-1,582	0,3958	-0,09638	324,40	-0,2134	0,06438	0,6238	1,949	0,6830	0,8019	-2,769	3,127	21,42	324,40	5,207	
324,60	16,31	-0,9944	1,750	-1,586	0,3984	-0,09633	324,60	-0,2159	0,06465	0,6237	1,951	0,6830	0,8035	-2,774	3,135	21,45	324,60	5,210	
324,80	16,31	-1,001	1,751	-1,590	0,4020	-0,09630	324,80	-0,2179	0,06490	0,6236	1,953	0,6830	0,8055	-2,780	3,145	21,43	324,80	5,213	
325,00	16,30	-1,010	1,750	-1,594	0,4066	-0,09627	325,00	-0,2194	0,06511	0,6234	1,956	0,6830	0,8082	-2,786	3,155	21,41	325,00	5,217	
325,20	16,29	-1,020	1,750	-1,599	0,4121	-0,09624	325,20	-0,2214	0,06523	0,6231	1,958	0,6830	0,8121	-2,794	3,167	21,38	325,20	5,220	
325,40	16,33	-1,027	1,750	-1,604	0,4153	-0,09621	325,40	-0,2249	0,06523	0,6226	1,959	0,6830	0,8169	-2,803	3,180	21,43	325,40	5,223	
325,60	16,35	-1,032	1,750	-1,607	0,4173	-0,09619	325,60	-0,2288	0,06519	0,6219	1,959	0,6829	0,8216	-2,811	3,191	21,45	325,60	5,227	
325,80	16,36	-1,035	1,750	-1,610	0,4187	-0,09618	325,80	-0,2318	0,06515	0,6212	1,961	0,6829	0,8250	-2,817	3,200	21,45	325,80	5,230	
326,00	16,36	-1,037	1,750	-1,612	0,4199	-0,09618	326,00	-0,2335	0,06514	0,6205	1,964	0,6829	0,8270	-2,822	3,205	21,46	326,00	5,233	
326,20	16,40	-1,040	1,750	-1,615	0,4213	-0,09618	326,20	-0,2340	0,06515	0,6198	1,966	0,6829	0,8284	-2,826	3,210	21,50	326,20	5,237	
326,40	16,43	-1,042	1,750	-1,618	0,4227	-0,09618	326,40	-0,2341	0,06518	0,6193	1,968	0,6830	0,8296	-2,830	3,214	21,54	326,40	5,240	
326,60	16,47	-1,046	1,752	-1,622	0,4245	-0,09619	326,60	-0,2341	0,06525	0,6189	1,970	0,6830	0,8309	-2,835	3,219	21,60	326,60	5,243	
326,80	16,54	-1,051	1,757	-1,627	0,4269	-0,09619	326,80	-0,2341	0,06542	0,6186	1,974	0,6830	0,8323	-2,840	3,224	21,69	326,80	5,247	
327,00	16,60	-1,056	1,763	-1,632	0,4299	-0,09619	327,00	-0,2340	0,06580	0,6184	1,978	0,6830	0,8339	-2,846	3,230	21,76	327,00	5,250	
327,20	16,63	-1,060	1,768	-1,637	0,4326	-0,09620	327,20	-0,2338	0,06658	0,6183	1,983	0,6830	0,8358	-2,854	3,238	21,80	327,20	5,253	
327,40	16,66	-1,064	1,772	-1,641	0,4349	-0,09620	327,40	-0,2333	0,06779	0,6182	1,989	0,6830	0,8377	-2,862	3,248	21,84	327,40	5,257	
327,60	16,71	-1,068	1,775	-1,646	0,4374	-0,09620	327,60	-0,2328	0,06930	0,6181	1,993	0,6830	0,8395	-2,870	3,259	21,90	327,60	5,260	
327,80	16,79	-1,074	1,780	-1,652	0,4409	-0,09620	327,80	-0,2324	0,07092	0,6180	1,998	0,6831	0,8412	-2,878	3,270	22,01	327,80	5,263	
328,00	16,82	-1,079	1,783	-1,658	0,4440	-0,09620	328,00	-0,2319	0,07260	0,6180	2,004	0,6831	0,8432	-2,887	3,282	22,04	328,00	5,267	
328,20	16,85	-1,084	1,786	-1,664	0,4457	-0,09620	328,20	-0,2313	0,07438	0,6179	2,010	0,6833	0,8454	-2,897	3,295	22,08	328,20	5,270	
328,40	16,90	-1,089	1,790	-1,670	0,4478	-0,09620	328,40	-0,2310	0,07606	0,6179	2,016	0,6837	0,8479	-2,907	3,308	22,13	328,40	5,273	
328,60	16,95	-1,094	1,794	-1,676	0,4505	-0,09620	328,60	-0,2310	0,07749	0,6179	2,021	0,6847	0,8504	-2,916	3,320	22,19	328,60	5,277	
328,80	16,98	-1,098	1,800	-1,681	0,4529	-0,09619	328,80	-0,2311	0,07888	0,6178	2,027	0,6860	0,8529	-2,926	3,333	22,24	328,80	5,280	
329,00	16,99	-1,101	1,804	-1,686	0,4548	-0,09619	329,00	-0,2309	0,08053	0,6178	2,033	0,6874	0,8550	-2,935	3,344	22,25	329,00	5,283	
329,20	16,99	-1,104	1,806	-1,689	0,4562	-0,09617	329,20	-0,2305	0,08224	0,6179	2,038	0,6891	0,8567	-2,944	3,354	22,25	329,20	5,287	
329,40	17,00	-1,106	1,808	-1,692	0,4575	-0,09616	329,40	-0,2301	0,08369	0,6179	2,042	0,6909	0,8581	-2,952	3,361	22,26	329,40	5,290	
